state_code,citycode,cityname,country_code,statename,countryname
COL000,COL000SUC,苏克雷,COL,000,哥伦比亚
COL000,COL000TOL,托利马,COL,000,哥伦比亚
COL000,COL000VAU,沃佩斯,COL,000,哥伦比亚
COL000,COL000VDC,考卡山谷,COL,000,哥伦比亚
COL000,COL000VIC,维查达,COL,000,哥伦比亚
CPV000,CPV0000BR,布拉瓦岛,CPV,000,佛得角
CPV000,CPV0000BV,博阿维斯塔岛,CPV,000,佛得角
CPV000,CPV0000CA,圣卡塔琳娜,CPV,000,佛得角
CPV000,CPV0000CR,圣克鲁斯,CPV,000,佛得角
CPV000,CPV0000FO,福古岛,CPV,000,佛得角
CPV000,CPV0000IA,圣地亚哥岛,CPV,000,佛得角
CPV000,CPV0000MA,马尤岛,CPV,000,佛得角
CPV000,CPV0000MO,莫斯特罗,CPV,000,佛得角
CPV000,CPV0000PA,保尔,CPV,000,佛得角
CPV000,CPV0000PN,波多诺伏,CPV,000,佛得角
CPV000,CPV0000PR,普拉亚,CPV,000,佛得角
CPV000,CPV0000RG,大里贝拉,CPV,000,佛得角
CPV000,CPV0000SA,圣安唐岛,CPV,000,佛得角
CPV000,CPV0000SD,圣多明戈,CPV,000,佛得角
CPV000,CPV0000SF,圣菲利普,CPV,000,佛得角
CPV000,CPV0000SL,萨尔岛,CPV,000,佛得角
CPV000,CPV0000SM,圣米戈尔,CPV,000,佛得角
CPV000,CPV0000SN,圣尼古拉岛,CPV,000,佛得角
CPV000,CPV0000SV,圣维森特岛,CPV,000,佛得角
CPV000,CPV0000TA,塔拉法尔,CPV,000,佛得角
CRI000,CRI00000A,阿拉胡埃拉,CRI,000,哥斯达黎加
CRI000,CRI00000C,卡塔戈,CRI,000,哥斯达黎加
CRI000,CRI00000G,瓜纳卡斯特,CRI,000,哥斯达黎加
CRI000,CRI00000H,埃雷迪亚,CRI,000,哥斯达黎加
CRI000,CRI00000L,利蒙,CRI,000,哥斯达黎加
CRI000,CRI00000P,蓬塔雷纳斯,CRI,000,哥斯达黎加
CRI000,CRI0000SJ,圣何塞,CRI,000,哥斯达黎加
CUB000,CUB000001,比那尔德里奥,CUB,000,古巴
CUB000,CUB000002,哈瓦那,CUB,000,古巴
CUB000,CUB000003,哈瓦那城,CUB,000,古巴
CUB000,CUB000004,马坦萨斯,CUB,000,古巴
CUB000,CUB000005,比亚克拉拉,CUB,000,古巴
CUB000,CUB000006,西恩富戈斯,CUB,000,古巴
CUB000,CUB000007,圣斯皮里图斯,CUB,000,古巴
CUB000,CUB000008,谢戈德阿维拉,CUB,000,古巴
CUB000,CUB000009,卡马圭,CUB,000,古巴
CUB000,CUB000010,拉斯图纳斯,CUB,000,古巴
CUB000,CUB000011,奥尔金,CUB,000,古巴
CUB000,CUB000012,格拉玛,CUB,000,古巴
CUB000,CUB000013,圣地亚哥,CUB,000,古巴
CUB000,CUB000014,关塔那摩,CUB,000,古巴
CUB000,CUB000099,青年岛特区,CUB,000,古巴
CUB000,CUB000MAY,马亚里,CUB,000,古巴
CUB000,CUB000MZO,曼萨尼罗,CUB,000,古巴
CYP000,CYP000001,尼科西亚,CYP,000,塞浦路斯
CYP000,CYP000002,利马索尔,CYP,000,塞浦路斯
CYP000,CYP000003,拉纳卡,CYP,000,塞浦路斯
CYP000,CYP000004,法马古斯塔,CYP,000,塞浦路斯
CYP000,CYP000005,帕福斯,CYP,000,塞浦路斯
CYP000,CYP000006,凯里尼亚,CYP,000,塞浦路斯
CZE000,CZE0000JC,南摩拉维亚,CZE,000,捷克共和国
CZE000,CZE0000KA,卡罗维发利,CZE,000,捷克共和国
CZE000,CZE0000KR,赫拉德茨-克拉洛韦,CZE,000,捷克共和国
CZE000,CZE0000LI,利贝雷克,CZE,000,捷克共和国
CZE000,CZE0000MO,摩拉维亚-西里西亚,CZE,000,捷克共和国
CZE000,CZE0000OL,奥洛穆茨,CZE,000,捷克共和国
CZE000,CZE0000PA,帕尔杜比采,CZE,000,捷克共和国
CZE000,CZE0000PL,比尔森,CZE,000,捷克共和国
CZE000,CZE0000PR,布拉格直辖市,CZE,000,捷克共和国
CZE000,CZE0000ST,中捷克,CZE,000,捷克共和国
CZE000,CZE0000US,乌斯季,CZE,000,捷克共和国
CZE000,CZE0000VY,维索基纳,CZE,000,捷克共和国
CZE000,CZE0000ZL,兹林,CZE,000,捷克共和国
DEU000,DEU0000BE,柏林,DEU,000,德国
DEU000,DEU0000HB,不来梅,DEU,000,德国
DEU000,DEU0000HH,汉堡,DEU,000,德国
DEU000,DEU000AGB,奥格斯堡,DEU,000,德国
DEU000,DEU000ANS,安斯巴格,DEU,000,德国
DEU000,DEU000ARN,阿恩斯贝格,DEU,000,德国
DEU000,DEU000BFE,比勒费尔德,DEU,000,德国
DEU000,DEU000BOM,波鸿,DEU,000,德国
DEU000,DEU000BRW,不伦瑞克,DEU,000,德国
DEU000,DEU000BYU,拜伊罗特,DEU,000,德国
DEU000,DEU000CGN,科隆,DEU,000,德国
DEU000,DEU000CHE,开姆尼斯,DEU,000,德国
DEU000,DEU000DAR,达姆施塔特,DEU,000,德国
DEU000,DEU000DES,德绍,DEU,000,德国
DEU000,DEU000DET,代特莫尔特,DEU,000,德国
DEU000,DEU000DRS,德累斯顿,DEU,000,德国
DEU000,DEU000DUS,杜塞尔多夫,DEU,000,德国
DEU000,DEU000ERF,爱尔福特,DEU,000,德国
DEU000,DEU000FBG,弗赖堡,DEU,000,德国
DEU000,DEU000FFO,法兰克福,DEU,000,德国
DEU000,DEU000GBN,吉森,DEU,000,德国
DEU000,DEU000HAE,哈雷,DEU,000,德国
DEU000,DEU000HAJ,汉诺威,DEU,000,德国
DEU000,DEU000KAE,卡尔斯鲁厄,DEU,000,德国
DEU000,DEU000KAS,卡塞尔,DEU,000,德国
DEU000,DEU000KEL,基尔,DEU,000,德国
DEU000,DEU000KOB,科布伦次,DEU,000,德国
DEU000,DEU000LBG,吕讷堡,DEU,000,德国
DEU000,DEU000LDH,兰茨胡特,DEU,000,德国
DEU000,DEU000LEJ,莱比锡,DEU,000,德国
DEU000,DEU000MAG,马格德堡,DEU,000,德国
DEU000,DEU000MAI,美因兹,DEU,000,德国
DEU000,DEU000MHG,曼海姆,DEU,000,德国
DEU000,DEU000MUC,慕尼黑,DEU,000,德国
DEU000,DEU000MUN,明斯特,DEU,000,德国
DEU000,DEU000NUE,纽伦堡,DEU,000,德国
DEU000,DEU000POT,波茨坦,DEU,000,德国
DEU000,DEU000STR,斯图加特,DEU,000,德国
DEU000,DEU000SWH,什未林,DEU,000,德国
DEU000,DEU000TRI,特里尔,DEU,000,德国
DEU000,DEU000WIB,威斯巴登,DEU,000,德国
DEU000,DEU000WUG,维尔茨堡,DEU,000,德国
DJI000,DJI00000K,迪基勒区,DJI,000,吉布提
DJI000,DJI00000O,奥博克区,DJI,000,吉布提
DJI000,DJI00000S,阿里萨比赫区,DJI,000,吉布提
DJI000,DJI00000T,塔朱拉区,DJI,000,吉布提
DNK000,DNK0000AR,奥胡斯,DNK,000,丹麦
DNK000,DNK0000BO,博恩霍尔姆,DNK,000,丹麦
DNK000,DNK0000FY,菲茵,DNK,000,丹麦
DNK000,DNK0000ST,斯多斯特姆,DNK,000,丹麦
DNK000,DNK0000VS,西希兰,DNK,000,丹麦
DNK000,DNK000CPH,哥本哈根,DNK,000,丹麦
DNK000,DNK000FRE,菲特烈堡,DNK,000,丹麦
DNK000,DNK000RIB,里伯,DNK,000,丹麦
DNK000,DNK000RKE,罗斯基勒,DNK,000,丹麦
DNK000,DNK000RKG,灵克宾,DNK,000,丹麦
DNK000,DNK000VBI,南日德兰,DNK,000,丹麦
DNK000,DNK000VEJ,维厄勒,DNK,000,丹麦
DNK000,DNK000VIB,维堡,DNK,000,丹麦
DNK000,DNK000VSV,北日德兰,DNK,000,丹麦
DZA000,DZA000AAE,安纳巴,DZA,000,阿尔及利亚
DZA000,DZA000ADE,艾因·德夫拉,DZA,000,阿尔及利亚
DZA000,DZA000ADR,阿德拉尔,DZA,000,阿尔及利亚
DZA000,DZA000ALG,阿尔及尔,DZA,000,阿尔及利亚
DZA000,DZA000ATE,艾因·蒂姆尚特,DZA,000,阿尔及利亚
DZA000,DZA000BAT,巴特纳,DZA,000,阿尔及利亚
DZA000,DZA000BEC,贝沙尔,DZA,000,阿尔及利亚
DZA000,DZA000BIS,比斯克拉,DZA,000,阿尔及利亚
DZA000,DZA000BJA,贝贾亚,DZA,000,阿尔及利亚
DZA000,DZA000BLI,布利达,DZA,000,阿尔及利亚
DZA000,DZA000BOA,布依拉,DZA,000,阿尔及利亚
DZA000,DZA000BOR,布尔吉·布阿雷里吉,DZA,000,阿尔及利亚
DZA000,DZA000BOU,布迈德斯,DZA,000,阿尔及利亚
DZA000,DZA000CHL,谢里夫,DZA,000,阿尔及利亚
DZA000,DZA000CZL,君士坦丁,DZA,000,阿尔及利亚
DZA000,DZA000DJE,杰勒法,DZA,000,阿尔及利亚
DZA000,DZA000EBA,贝伊德,DZA,000,阿尔及利亚
DZA000,DZA000EOU,瓦德,DZA,000,阿尔及利亚
DZA000,DZA000ETA,塔里夫,DZA,000,阿尔及利亚
DZA000,DZA000GHA,盖尔达耶,DZA,000,阿尔及利亚
DZA000,DZA000GUE,盖尔马,DZA,000,阿尔及利亚
DZA000,DZA000ILL,伊利齐,DZA,000,阿尔及利亚
DZA000,DZA000IOU,提济乌祖,DZA,000,阿尔及利亚
DZA000,DZA000JIJ,吉杰尔,DZA,000,阿尔及利亚
DZA000,DZA000KHE,罕西拉,DZA,000,阿尔及利亚
DZA000,DZA000LAG,拉格瓦特,DZA,000,阿尔及利亚
DZA000,DZA000MED,麦迪亚,DZA,000,阿尔及利亚
DZA000,DZA000MIL,密拉,DZA,000,阿尔及利亚
DZA000,DZA000MOS,莫斯塔加纳姆,DZA,000,阿尔及利亚
DZA000,DZA000MSI,姆西拉,DZA,000,阿尔及利亚
DZA000,DZA000MUA,马斯卡拉,DZA,000,阿尔及利亚
DZA000,DZA000NAA,纳阿马,DZA,000,阿尔及利亚
DZA000,DZA000OEB,乌姆布阿基,DZA,000,阿尔及利亚
DZA000,DZA000ORA,奥兰,DZA,000,阿尔及利亚
DZA000,DZA000OUA,瓦尔格拉,DZA,000,阿尔及利亚
DZA000,DZA000REL,赫利赞,DZA,000,阿尔及利亚
DZA000,DZA000SAH,苏克·阿赫拉斯,DZA,000,阿尔及利亚
DZA000,DZA000SAI,赛伊达,DZA,000,阿尔及利亚
DZA000,DZA000SBA,西迪贝勒阿贝斯,DZA,000,阿尔及利亚
DZA000,DZA000SET,塞蒂夫,DZA,000,阿尔及利亚
DZA000,DZA000SKI,斯基克达,DZA,000,阿尔及利亚
DZA000,DZA000TAM,塔曼拉塞特,DZA,000,阿尔及利亚
DZA000,DZA000TEB,特贝萨,DZA,000,阿尔及利亚
DZA000,DZA000TIA,提亚雷特,DZA,000,阿尔及利亚
DZA000,DZA000TIN,廷杜夫,DZA,000,阿尔及利亚
DZA000,DZA000TIP,蒂巴扎,DZA,000,阿尔及利亚
DZA000,DZA000TIS,蒂斯姆西勒特,DZA,000,阿尔及利亚
DZA000,DZA000TLE,特莱姆森,DZA,000,阿尔及利亚
ECU000,ECU00000A,阿苏艾,ECU,000,厄瓜多尔
ECU000,ECU00000B,玻利瓦尔,ECU,000,厄瓜多尔
ECU000,ECU00000C,卡尔奇,ECU,000,厄瓜多尔
ECU000,ECU00000D,纳波，奥雷利亚纳,ECU,000,厄瓜多尔
ECU000,ECU00000E,埃斯梅拉尔达斯,ECU,000,厄瓜多尔
ECU000,ECU00000F,卡尼亚尔,ECU,000,厄瓜多尔
ECU000,ECU00000G,瓜亚斯,ECU,000,厄瓜多尔
ECU000,ECU00000H,钦博拉索,ECU,000,厄瓜多尔
ECU000,ECU00000I,因巴布拉,ECU,000,厄瓜多尔
ECU000,ECU00000L,洛哈,ECU,000,厄瓜多尔
ECU000,ECU00000M,马纳比,ECU,000,厄瓜多尔
ECU000,ECU00000O,埃尔奥罗,ECU,000,厄瓜多尔
ECU000,ECU00000P,皮钦查,ECU,000,厄瓜多尔
ECU000,ECU00000R,洛斯里奥斯,ECU,000,厄瓜多尔
ECU000,ECU00000S,莫罗纳－圣地亚哥,ECU,000,厄瓜多尔
ECU000,ECU00000T,通古拉瓦,ECU,000,厄瓜多尔
ECU000,ECU00000U,苏昆毕奥斯,ECU,000,厄瓜多尔
ECU000,ECU00000W,加拉帕戈斯,ECU,000,厄瓜多尔
ECU000,ECU00000X,科托帕希,ECU,000,厄瓜多尔
ECU000,ECU00000Y,帕斯塔萨,ECU,000,厄瓜多尔
ECU000,ECU00000Z,萨莫拉－钦奇佩,ECU,000,厄瓜多尔
EGY000,EGY000ALY,亚历山大,EGY,000,埃及
EGY000,EGY000ASW,阿斯旺,EGY,000,埃及
EGY000,EGY000CAI,开罗,EGY,000,埃及
EGY000,EGY000GBY,古尔代盖,EGY,000,埃及
EGY000,EGY000SKH,苏布拉开马,EGY,000,埃及
ERI000,ERI0000BR,加什·巴尔卡,ERI,000,厄立特里亚
ERI000,ERI0000DE,南部,ERI,000,厄立特里亚
ERI000,ERI0000DK,南红海,ERI,000,厄立特里亚
ERI000,ERI0000KE,安塞巴,ERI,000,厄立特里亚
ERI000,ERI0000MA,中部,ERI,000,厄立特里亚
ERI000,ERI0000SK,北红海,ERI,000,厄立特里亚
ESP000,ESP000AGP,马拉加,ESP,000,西班牙
ESP000,ESP000ALA,阿拉瓦,ESP,000,西班牙
ESP000,ESP000ALB,阿尔瓦塞特,ESP,000,西班牙
ESP000,ESP000ALC,阿利坎特,ESP,000,西班牙
ESP000,ESP000ARL,拉里奥哈,ESP,000,西班牙
ESP000,ESP000AST,阿斯图利亚斯,ESP,000,西班牙
ESP000,ESP000AVI,阿维拉,ESP,000,西班牙
ESP000,ESP000BCN,巴塞罗那,ESP,000,西班牙
ESP000,ESP000BJZ,巴达霍斯,ESP,000,西班牙
ESP000,ESP000BLR,巴利阿里,ESP,000,西班牙
ESP000,ESP000BUR,布尔戈斯,ESP,000,西班牙
ESP000,ESP000CAD,加的斯,ESP,000,西班牙
ESP000,ESP000CAS,卡斯特利翁,ESP,000,西班牙
ESP000,ESP000CCS,卡塞雷斯,ESP,000,西班牙
ESP000,ESP000CIR,卡斯蒂利亚,ESP,000,西班牙
ESP000,ESP000CUE,昆卡,ESP,000,西班牙
ESP000,ESP000GRO,赫罗纳,ESP,000,西班牙
ESP000,ESP000GRX,格拉纳达,ESP,000,西班牙
ESP000,ESP000GUA,瓜达拉哈拉,ESP,000,西班牙
ESP000,ESP000GUI,吉普斯夸,ESP,000,西班牙
ESP000,ESP000HUC,韦斯卡,ESP,000,西班牙
ESP000,ESP000HUV,韦尔瓦,ESP,000,西班牙
ESP000,ESP000JAE,哈恩,ESP,000,西班牙
ESP000,ESP000LCG,拉科鲁尼亚,ESP,000,西班牙
ESP000,ESP000LEI,阿尔梅里亚,ESP,000,西班牙
ESP000,ESP000LEN,莱昂,ESP,000,西班牙
ESP000,ESP000LGO,卢戈,ESP,000,西班牙
ESP000,ESP000LLE,莱里达,ESP,000,西班牙
ESP000,ESP000LPA,拉斯帕尔马斯,ESP,000,西班牙
ESP000,ESP000MAD,马德里,ESP,000,西班牙
ESP000,ESP000MJV,穆尔西亚,ESP,000,西班牙
ESP000,ESP000NVV,纳瓦拉,ESP,000,西班牙
ESP000,ESP000ODB,科尔多瓦,ESP,000,西班牙
ESP000,ESP000ORE,奥伦塞,ESP,000,西班牙
ESP000,ESP000PAC,帕伦西亚,ESP,000,西班牙
ESP000,ESP000PEV,蓬特韦德拉,ESP,000,西班牙
ESP000,ESP000SCT,圣克鲁斯-德特内里费,ESP,000,西班牙
ESP000,ESP000SDR,桑坦德,ESP,000,西班牙
ESP000,ESP000SEG,塞哥维亚,ESP,000,西班牙
ESP000,ESP000SLM,萨拉曼卡,ESP,000,西班牙
ESP000,ESP000SOR,索里亚,ESP,000,西班牙
ESP000,ESP000SVQ,塞维利亚,ESP,000,西班牙
ESP000,ESP000TAR,塔拉戈纳,ESP,000,西班牙
ESP000,ESP000TER,特鲁埃尔,ESP,000,西班牙
ESP000,ESP000TOL,托莱多,ESP,000,西班牙
ESP000,ESP000VLC,巴伦西亚,ESP,000,西班牙
ESP000,ESP000VLL,巴利亚多利德,ESP,000,西班牙
ESP000,ESP000VSE,比斯开,ESP,000,西班牙
ESP000,ESP000ZAZ,萨拉戈萨,ESP,000,西班牙
ESP000,ESP000ZMR,萨莫拉,ESP,000,西班牙
EST000,EST000037,哈留,EST,000,爱沙尼亚
EST000,EST000039,希尤,EST,000,爱沙尼亚
EST000,EST000044,依达－维鲁,EST,000,爱沙尼亚
EST000,EST000049,耶盖瓦,EST,000,爱沙尼亚
EST000,EST000051,耶尔韦,EST,000,爱沙尼亚
EST000,EST000057,里亚内,EST,000,爱沙尼亚
EST000,EST000059,维鲁,EST,000,爱沙尼亚
EST000,EST000065,贝尔瓦,EST,000,爱沙尼亚
EST000,EST000067,帕尔努,EST,000,爱沙尼亚
EST000,EST000070,拉普拉,EST,000,爱沙尼亚
EST000,EST000074,萨雷,EST,000,爱沙尼亚
EST000,EST000078,塔尔图,EST,000,爱沙尼亚
EST000,EST000082,瓦尔加,EST,000,爱沙尼亚
EST000,EST000084,维良地,EST,000,爱沙尼亚
EST000,EST000086,沃鲁,EST,000,爱沙尼亚
ETH000,ETH0000AA,亚的斯亚贝巴,ETH,000,埃塞俄比亚
ETH000,ETH0000AF,阿法尔,ETH,000,埃塞俄比亚
ETH000,ETH0000AH,阿姆哈拉,ETH,000,埃塞俄比亚
ETH000,ETH0000BG,宾香古尔,ETH,000,埃塞俄比亚
ETH000,ETH0000DD,德雷达瓦,ETH,000,埃塞俄比亚
ETH000,ETH0000GB,甘贝拉各族,ETH,000,埃塞俄比亚
ETH000,ETH0000HR,哈勒里民族,ETH,000,埃塞俄比亚
ETH000,ETH0000OR,奥罗米亚,ETH,000,埃塞俄比亚
ETH000,ETH0000SM,索马里,ETH,000,埃塞俄比亚
ETH000,ETH0000SN,南方各族,ETH,000,埃塞俄比亚
ETH000,ETH0000TG,提格雷,ETH,000,埃塞俄比亚
FIN000,FIN000ESP,埃斯波,FIN,000,芬兰
FIN000,FIN000HEL,赫尔辛基,FIN,000,芬兰
FIN000,FIN000HMY,海门林纳,FIN,000,芬兰
FIN000,FIN000JOE,约恩苏,FIN,000,芬兰
FIN000,FIN000KAJ,卡亚尼,FIN,000,芬兰
FIN000,FIN000KOK,科科拉,FIN,000,芬兰
FIN000,FIN000KTK,科特卡,FIN,000,芬兰
FIN000,FIN000KUO,库奥皮奥,FIN,000,芬兰
FIN000,FIN000LHI,拉赫蒂,FIN,000,芬兰
FIN000,FIN000LPP,拉彭兰塔,FIN,000,芬兰
FIN000,FIN000MHQ,玛丽港,FIN,000,芬兰
FIN000,FIN000MIK,米凯利,FIN,000,芬兰
FIN000,FIN000OLU,奥卢,FIN,000,芬兰
FIN000,FIN000POR,波里,FIN,000,芬兰
FIN000,FIN000PRV,博尔沃,FIN,000,芬兰
FIN000,FIN000RVN,罗瓦涅米,FIN,000,芬兰
FIN000,FIN000TKU,图尔库,FIN,000,芬兰
FIN000,FIN000TMP,坦佩雷,FIN,000,芬兰
FIN000,FIN000VAA,瓦萨,FIN,000,芬兰
FIN000,FIN000VAT,万塔,FIN,000,芬兰
FRA000,FRA000AJA,阿雅克修,FRA,000,法国
FRA000,FRA000AMI,亚眠,FRA,000,法国
FRA000,FRA000ARL,阿尔勒,FRA,000,法国
FRA000,FRA000BSN,贝桑松,FRA,000,法国
FRA000,FRA000CFR,卡昂,FRA,000,法国
FRA000,FRA000CSM,沙隆,FRA,000,法国
FRA000,FRA000DIJ,第戎,FRA,000,法国
FRA000,FRA000FRJ,弗雷瑞斯,FRA,000,法国
FRA000,FRA000LIG,利摩日,FRA,000,法国
FRA000,FRA000LIO,里昂,FRA,000,法国
FRA000,FRA000LLE,里尔,FRA,000,法国
FRA000,FRA000MPL,蒙彼利埃,FRA,000,法国
FRA000,FRA000MRS,马赛,FRA,000,法国
FRA000,FRA000MZM,梅斯,FRA,000,法国
FRA000,FRA000NCE,尼斯,FRA,000,法国
FRA000,FRA000NTE,南特,FRA,000,法国
FRA000,FRA000ORR,奥尔良,FRA,000,法国
FRA000,FRA000PAR,巴黎,FRA,000,法国
FRA000,FRA000QXB,艾克斯,FRA,000,法国
FRA000,FRA000RNS,雷恩,FRA,000,法国
FRA000,FRA000TLS,图卢兹,FRA,000,法国
FRA000,FRA000URO,鲁昂,FRA,000,法国
FRA000,FRA000VAA,瓦朗斯,FRA,000,法国
GAB000,GAB0000ES,河口,GAB,000,加蓬
GAB000,GAB0000HO,上奥果韦,GAB,000,加蓬
GAB000,GAB0000MO,中奥果韦,GAB,000,加蓬
GAB000,GAB0000NG,恩古涅,GAB,000,加蓬
GAB000,GAB0000NY,尼扬加,GAB,000,加蓬
GAB000,GAB0000OI,奥果韦-伊温多,GAB,000,加蓬
GAB000,GAB0000OL,奥果韦-洛洛,GAB,000,加蓬
GAB000,GAB0000OM,滨海奥果韦,GAB,000,加蓬
GAB000,GAB0000WN,沃勒-恩特姆,GAB,000,加蓬
GBRENG,GBRENGBAS,巴斯,GBR,英格兰,英国
GBRENG,GBRENGBIR,伯明翰,GBR,英格兰,英国
GBRENG,GBRENGBNH,布莱顿与赫福,GBR,英格兰,英国
GBRENG,GBRENGBRD,布拉德福德,GBR,英格兰,英国
GBRENG,GBRENGBST,布里斯托尔,GBR,英格兰,英国
GBRENG,GBRENGCAM,剑桥,GBR,英格兰,英国
GBRENG,GBRENGCAX,卡莱尔,GBR,英格兰,英国
GBRENG,GBRENGCEG,切斯特,GBR,英格兰,英国
GBRENG,GBRENGCNG,坎特伯雷,GBR,英格兰,英国
GBRENG,GBRENGCOV,考文垂,GBR,英格兰,英国
GBRENG,GBRENGCST,奇切斯特,GBR,英格兰,英国
GBRENG,GBRENGDER,德比,GBR,英格兰,英国
GBRENG,GBRENGDUR,德罕,GBR,英格兰,英国
GBRENG,GBRENGELY,伊利,GBR,英格兰,英国
GBRENG,GBRENGEXE,埃克塞特,GBR,英格兰,英国
GBRENG,GBRENGGLO,格洛斯特,GBR,英格兰,英国
GBRENG,GBRENGHAF,赫里福德,GBR,英格兰,英国
GBRENG,GBRENGKUH,赫尔河畔京斯敦,GBR,英格兰,英国
GBRENG,GBRENGLAN,兰开斯特,GBR,英格兰,英国
GBRENG,GBRENGLCE,列斯特,GBR,英格兰,英国
GBRENG,GBRENGLCN,林肯,GBR,英格兰,英国
GBRENG,GBRENGLDS,利茲,GBR,英格兰,英国
GBRENG,GBRENGLHF,利奇菲尔德,GBR,英格兰,英国
GBRENG,GBRENGLIV,利物浦,GBR,英格兰,英国
GBRENG,GBRENGLND,伦敦,GBR,英格兰,英国
GBRENG,GBRENGMAN,曼彻斯特,GBR,英格兰,英国
GBRENG,GBRENGNCL,纽卡斯尔,GBR,英格兰,英国
GBRENG,GBRENGNGM,诺丁汉,GBR,英格兰,英国
GBRENG,GBRENGNRW,诺里奇,GBR,英格兰,英国
GBRENG,GBRENGOXF,牛津,GBR,英格兰,英国
GBRENG,GBRENGPLY,普利茅斯,GBR,英格兰,英国
GBRENG,GBRENGPOR,朴茨茅斯,GBR,英格兰,英国
GBRENG,GBRENGPRE,普雷斯顿,GBR,英格兰,英国
GBRENG,GBRENGPTE,彼得伯勒,GBR,英格兰,英国
GBRENG,GBRENGRIP,里彭,GBR,英格兰,英国
GBRENG,GBRENGSHE,谢菲尔德,GBR,英格兰,英国
GBRENG,GBRENGSLF,索福特,GBR,英格兰,英国
GBRENG,GBRENGSLS,索尔斯堡,GBR,英格兰,英国
GBRENG,GBRENGSOT,特伦特河畔斯多克,GBR,英格兰,英国
GBRENG,GBRENGSTH,南安普敦,GBR,英格兰,英国
GBRENG,GBRENGSUN,桑德兰,GBR,英格兰,英国
GBRENG,GBRENGTBL,圣阿本斯,GBR,英格兰,英国
GBRENG,GBRENGTRU,特鲁罗,GBR,英格兰,英国
GBRENG,GBRENGWKF,韦克菲尔德,GBR,英格兰,英国
GBRENG,GBRENGWLS,威尔斯,GBR,英格兰,英国
GBRENG,GBRENGWNE,温彻斯特,GBR,英格兰,英国
GBRENG,GBRENGWOR,伍斯特,GBR,英格兰,英国
GBRENG,GBRENGWOV,伍尔弗汉普顿,GBR,英格兰,英国
GBRENG,GBRENGYOR,约克,GBR,英格兰,英国
GBRNIR,GBRNIRBFS,贝尔法斯特,GBR,北爱尔兰,英国
GBRNIR,GBRNIRDRY,德里,GBR,北爱尔兰,英国
GBRNIR,GBRNIRLSB,利斯本,GBR,北爱尔兰,英国
GBRNIR,GBRNIRNYM,纽里,GBR,北爱尔兰,英国
GBRSCT,GBRSCTABD,阿伯丁,GBR,苏格兰,英国
GBRSCT,GBRSCTDND,丹迪,GBR,苏格兰,英国
GBRSCT,GBRSCTEDH,爱丁堡,GBR,苏格兰,英国
GBRSCT,GBRSCTGLG,格拉斯哥,GBR,苏格兰,英国
GBRSCT,GBRSCTINV,因弗内斯,GBR,苏格兰,英国
GBRSCT,GBRSCTSTG,斯特灵,GBR,苏格兰,英国
GBRWLS,GBRWLSBAN,班戈,GBR,威尔士,英国
GBRWLS,GBRWLSCDF,卡迪夫,GBR,威尔士,英国
GBRWLS,GBRWLSNWP,纽波特,GBR,威尔士,英国
GBRWLS,GBRWLSSWA,斯旺西,GBR,威尔士,英国
GHA000,GHA0000AS,阿散蒂,GHA,000,加纳
GHA000,GHA0000BA,布朗阿哈福,GHA,000,加纳
GHA000,GHA0000CE,中部,GHA,000,加纳
GHA000,GHA0000EA,东部,GHA,000,加纳
GHA000,GHA0000GA,大阿克拉,GHA,000,加纳
GHA000,GHA0000NO,北部,GHA,000,加纳
GHA000,GHA0000UE,上东部,GHA,000,加纳
GHA000,GHA0000UW,上西部,GHA,000,加纳
GHA000,GHA0000VO,沃尔特,GHA,000,加纳
GHA000,GHA0000WE,西部,GHA,000,加纳
GHA000,GHA000OBU,奥布阿西,GHA,000,加纳
GIN000,GIN000BOK,博凯,GIN,000,几内亚
GIN000,GIN000CNK,科纳克里,GIN,000,几内亚
GIN000,GIN000FRN,法拉纳,GIN,000,几内亚
GIN000,GIN000KND,金迪亚,GIN,000,几内亚
GIN000,GIN000KNK,康康,GIN,000,几内亚
GIN000,GIN000LAB,拉贝,GIN,000,几内亚
GIN000,GIN000MAM,玛木,GIN,000,几内亚
GIN000,GIN000NZR,恩泽雷科雷,GIN,000,几内亚
GRC000,GRC0000CY,基克拉迪,GRC,000,希腊
GRC000,GRC0000DO,多德卡尼斯,GRC,000,希腊
GRC000,GRC000ATH,雅典,GRC,000,希腊
GRC000,GRC000CHQ,干尼亚,GRC,000,希腊
GRC000,GRC000HER,伊拉克里翁,GRC,000,希腊
GRC000,GRC000LES,莱斯博斯,GRC,000,希腊
GRC000,GRC000LST,拉西锡,GRC,000,希腊
GRC000,GRC000PRI,比雷埃夫斯,GRC,000,希腊
GRC000,GRC000RET,雷西姆农,GRC,000,希腊
GRC000,GRC000SMI,萨摩斯,GRC,000,希腊
GTM000,GTM0000AV,上韦拉帕斯,GTM,000,危地马拉
GTM000,GTM0000BV,下韦拉帕斯,GTM,000,危地马拉
GTM000,GTM0000CM,奇马尔特南戈,GTM,000,危地马拉
GTM000,GTM0000CQ,奇基穆拉,GTM,000,危地马拉
GTM000,GTM0000ES,埃斯昆特拉,GTM,000,危地马拉
GTM000,GTM0000GU,危地马拉,GTM,000,危地马拉
GTM000,GTM0000HU,韦韦特南戈,GTM,000,危地马拉
GTM000,GTM0000IZ,伊萨瓦尔,GTM,000,危地马拉
